20231010 131200;4373;4373.75;4373;4373.5;243
20231010 131300;4373.75;4374;4373.25;4374;229
20231010 131400;4374;4376;4373.75;4375.75;1084
20231010 131500;4375.75;4376.5;4375.5;4376;752
20231010 131600;4376;4377;4375.25;4376.25;1038
20231010 131700;4376.25;4376.5;4375;4376;627
20231010 131800;4376.25;4377;4375.75;4376.25;489
20231010 131900;4376.5;4376.5;4376;4376.5;307
20231010 132000;4376.75;4377;4376;4376;516
20231010 132100;4376.25;4376.75;4375.5;4376.75;346
20231010 132200;4376.5;4376.75;4376;4376.25;239
20231010 132300;4376.5;4376.75;4375.5;4375.75;359
20231010 132400;4375.75;4376.25;4374.5;4374.75;496
20231010 132500;4374.75;4375;4372.75;4373;843
20231010 132600;4373.25;4374.25;4372.75;4374;434
20231010 132700;4373.75;4375.25;4373.5;4374.75;523
20231010 132800;4375;4376.25;4374.75;4376;802
20231010 132900;4376;4377;4375.5;4376.75;548
20231010 133000;4376.75;4377.25;4374.25;4376.25;1512
20231010 133100;4376;4377.5;4372;4373;5167
20231010 133200;4372.75;4375.75;4372.25;4375.75;3134
20231010 133300;4375.75;4377;4373.75;4377;2727
20231010 133400;4377;4378.75;4375.5;4378;3594
20231010 133500;4378;4378.75;4375.5;4376.25;3114
20231010 133600;4376.25;4378;4374.75;4375.75;3067
20231010 133700;4376;4376.25;4373;4373.5;4105
20231010 133800;4373.5;4377.5;4373;4377.25;2857
20231010 133900;4377.5;4378.75;4374.25;4375.5;4168
20231010 134000;4375;4375.75;4373.25;4374.5;2098
20231010 134100;4374.5;4375.75;4371.75;4372;2444
20231010 134200;4372;4376.5;4371;4375.5;3758
20231010 134300;4375.5;4376;4374.75;4375.75;1394
20231010 134400;4375.75;4377.25;4374.75;4376.75;2124
20231010 134500;4376.75;4376.75;4374.25;4374.25;2068
20231010 134600;4374.5;4376;4373;4375.25;2583
20231010 134700;4375.5;4378.25;4375.25;4377;2563
20231010 134800;4377;4378.25;4375.75;4376;1672
20231010 134900;4376.25;4376.5;4374.5;4375;1353
20231010 135000;4375.25;4376.75;4374.25;4376.25;1768
20231010 135100;4376.25;4379;4376.25;4378.25;2575
20231010 135200;4378;4380;4377;4379.75;2655
20231010 135300;4379.5;4379.75;4378.25;4378.25;1990
20231010 135400;4378.25;4379.25;4377.25;4378.5;1688
20231010 135500;4378.25;4379.25;4377.25;4379;1092
20231010 135600;4379;4379.5;4377.75;4379;1170
20231010 135700;4378.75;4379;4377.5;4377.5;1167
20231010 135800;4377.5;4379.5;4377;4379.5;1892
20231010 135900;4379.5;4380.75;4378.75;4380;2121
20231010 140000;4379.75;4382.75;4379.5;4382.5;4700
20231010 140100;4382.25;4387;4382.25;4386.5;8052
20231010 140200;4386.5;4386.5;4384.25;4384.5;3180
20231010 140300;4384.25;4387.25;4384.25;4387.25;2595
20231010 140400;4387;4389;4386.75;4388;3599
20231010 140500;4388;4388.5;4386.75;4387.5;2754
20231010 140600;4387.5;4389.25;4386.5;4389.25;3135
20231010 140700;4389.25;4389.5;4386.75;4387.5;2283
20231010 140800;4387.75;4388.75;4387.25;4387.25;1144
20231010 140900;4387.25;4389;4386.75;4388.75;2022
20231010 141000;4388.75;4390;4388;4388.5;2383
20231010 141100;4388.5;4389;4387;4388.75;1762
20231010 141200;4388.5;4391;4388;4388.75;3311
20231010 141300;4388.75;4391.75;4388.25;4390.75;2300
20231010 141400;4391;4393.5;4390.75;4393;3575
20231010 141500;4393.25;4393.75;4392.25;4393.75;2297
20231010 141600;4393.75;4395.5;4393.25;4394.5;3677
20231010 141700;4394.5;4395;4392.5;4393.25;2532
20231010 141800;4393.5;4395;4393.5;4394.25;1555
20231010 141900;4394.25;4395;4393.75;4394.75;1667
20231010 142000;4394.5;4395.25;4394.25;4395;1237
20231010 142100;4395.25;4395.25;4393.75;4394.25;1559
20231010 142200;4394.5;4395.5;4393.25;4395;2181
20231010 142300;4395;4395.75;4393.5;4393.5;2086
20231010 142400;4393.5;4395;4392.75;4395;1851
20231010 142500;4395;4395.5;4394.25;4395;1267
20231010 142600;4394.75;4395.75;4393.75;4394.75;2420
20231010 142700;4394.75;4397;4394.75;4396.75;2479
20231010 142800;4397;4399;4396.75;4398.25;3532
20231010 142900;4398.25;4398.75;4397.5;4397.75;2120
20231010 143000;4398;4398.25;4396.5;4396.75;1707
20231010 143100;4396.75;4398.5;4396.25;4397.25;2466
20231010 143200;4397.25;4397.25;4395.25;4396;2279
20231010 143300;4396.25;4398.25;4396;4398.25;1493
20231010 143400;4398.25;4400;4398;4399.5;2626
20231010 143500;4399.5;4401.25;4399.5;4400;3089
20231010 143600;4400.25;4400.75;4399.5;4399.5;1098
20231010 143700;4399.75;4402.25;4399.5;4402;2045
20231010 143800;4402;4402.5;4401.25;4402.5;1619
